,AppID,Name,Peak CCU,Required age,Price,DLC count,Supported languages,Metacritic score,Positive,Negative,sum_column,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags,Rank
189,555150,The First Tree,7,0,9.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Korean', 'Portuguese - Brazil']",0,3661,1169,4830,144,140,David Wehle,David Wehle,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Commentary available,Remote Play on TV","Adventure,Indie","Atmospheric,Adventure,Indie,Walking Simulator,Exploration,Singleplayer,Relaxing,Story Rich,Open World,Colorful,Great Soundtrack,Narration,Short,Casual,Nature,Third Person,Mystery,Drama,Fantasy,First-Person",1800
1470,668350,Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,13,0,5.19,0,"['English', 'Japanese']",0,368,6,374,577,595,07th Expansion,MangaGamer,"Single-player,Steam Trading Cards,Steam Cloud",Adventure,"Visual Novel,Adventure,Horror,Anime,Mystery,Psychological Horror,Story Rich,Singleplayer,Dark,Great Soundtrack,Atmospheric,Indie",1801
366,1034940,Higurashi When They Cry Hou - Ch.7 Minagoroshi,7,0,5.19,0,"['English', 'Japanese']",0,290,10,300,913,913,07th Expansion,MangaGamer,"Single-player,Steam Achievements,Steam Cloud",Adventure,"Adventure,Visual Novel,Anime,Mystery,Horror,Psychological Horror,Story Rich,Indie,2D,Dark,Singleplayer,Atmospheric,Great Soundtrack",1802
2212,2602350,Dark Swords Firelink,1,0,5.94,0,"['English', 'French', 'Italian', 'German', 'Portuguese - Portugal', 'Spanish - Latin America']",0,0,0,0,0,0,Lair Games Studio,Lair Games Studio,"Single-player,Steam Achievements,Full controller support",Action,Action,1803
2006,2600830,Lost Hope: Backrooms,0,0,6.99,0,"['English', 'German', 'Polish', 'Ukrainian', 'French', 'Italian', 'Spanish - Spain', 'Portuguese - Portugal']",0,15,2,17,0,0,mdvd,Lost Hope games,"Single-player,Multi-player,Co-op,LAN Co-op,Steam Achievements,Partial Controller Support","Adventure,Indie,Strategy,Early Access","Horror,First-Person,Survival Horror,Adventure,3D,Psychological Horror,Exploration,Action-Adventure,Controller,Singleplayer,Action,Indie,Early Access,Survival,Strategy,Logic,Female Protagonist,Multiple Endings",1804
79,351100,Niffelheim,12,0,19.99,3,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil', 'Polish', 'Simplified Chinese', 'Japanese', 'Italian', 'Korean', 'Turkish', 'Hungarian', 'Traditional Chinese']",0,1525,578,2103,435,452,Ellada Games,Ellada Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,Adventure,Indie,RPG,Simulation","Mythology,Co-op,RPG,Crafting,Sandbox,2D,Survival,Open World Survival Craft,Base-Building,Online Co-Op,Exploration,Open World,Indie,Simulation,Multiplayer,Adventure,Singleplayer,Resource Management,Action,PvP",1805
1505,322500,SUPERHOT,108,0,24.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Hungarian', 'Korean']",82,27409,3011,30420,319,191,SUPERHOT Team,SUPERHOT Team,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Indie","Action,FPS,Bullet Time,Time Manipulation,Indie,Singleplayer,First-Person,Shooter,Puzzle,Minimalist,Difficult,Short,Cyberpunk,Kickstarter,Fast-Paced,Violent,Sci-fi,Casual,Gore,Adventure",1806
2157,2659970,Lucky Mayor,22,0,5.94,0,"['English', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Traditional Chinese', 'Simplified Chinese', 'Korean']",0,9,2,11,0,0,MadGoat Game Studio,MadGoat Game Studio,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Strategy","Strategy,Rogue-lite,Card Game,Rogue-like,Card Battler,Pixel Graphics,Relaxing,Turn-Based Combat,Funny,Stylized,Casual,Deckbuilding,Indie,Simulation,Cartoon,2D,Singleplayer",1807
2220,2583920,Ep.家族,2,0,6.99,0,"['English', 'Japanese']",0,1,3,4,0,0,Kutsunasi,Kutsunasi,Single-player,Indie,"Horror,Psychological Horror,Simulation,Psychological,Singleplayer,Exploration,Realistic,Walking Simulator,3D,Indie,Violent,Story Rich,Choices Matter,Casual",1822
1897,2464690,CyClones,0,0,4.79,0,['English'],0,0,0,0,0,0,Raven Software,SNEG,"Single-player,Steam Cloud",Action,Action,1823
1441,842910,The MISSING: J.J. Macfield and the Island of Memories,1,0,29.99,0,"['English', 'Traditional Chinese', 'Japanese', 'Korean']",0,948,110,1058,978,1036,White Owls Inc.,Arc System Works,"Single-player,Steam Achievements,Full controller support","Action,Adventure,Indie","Female Protagonist,Gore,Indie,Puzzle-Platformer,Adventure,LGBTQ+,Action,Story Rich,Horror,Emotional,Anime,Singleplayer,Platformer,Side Scroller,Difficult,Psychological Horror,Violent,Puzzle",1824
383,39200,Dungeon Siege II,40,0,6.99,0,"['English', 'French', 'German', 'Italian', 'Japanese', 'Spanish - Spain']",80,1505,555,2060,622,543,Gas Powered Games,Square Enix,Single-player,RPG,"RPG,Fantasy,Action RPG,Hack and Slash,Singleplayer,Adventure,Classic,Party-Based RPG,Action,Co-op,Isometric,Real-Time with Pause,Dungeon Crawler,Multiplayer,Loot",1825
1869,2262930,Bombe,0,0,4.99,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Japanese', 'Polish', 'German']",0,0,0,0,0,0,Charlie Brej,Charlie Brej,"Single-player,Steam Achievements,Steam Cloud",Casual,Casual,1826
352,408120,Cibele,0,18,8.99,1,['English'],71,643,634,1277,75,84,Star Maid Games,Star Maid Games,"Single-player,Captions available",Indie,"Indie,Female Protagonist,Nudity,FMV,Romance,Short,Story Rich,Singleplayer,Walking Simulator,Visual Novel",1827
356,1022780,Animal Fight Club,0,0,3.99,1,"['English', 'Italian', 'Spanish - Spain', 'Traditional Chinese', 'Japanese', 'Russian']",0,220,48,268,146,146,Marco Amadei,Corvostudio di Amadei Marco,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Includes level editor","Action,Adventure,Indie,Massively Multiplayer,Simulation,Strategy","Action,Indie,Simulation,Strategy,Massively Multiplayer,Adventure",1828
390,1232570,Paper Beast,3,0,19.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Russian', 'Traditional Chinese']",0,443,16,459,57,57,Pixel Reef,"Pixel Reef,PID Games","Single-player,Steam Achievements","Adventure,Casual,Indie,Simulation","Adventure,Exploration,Nature,Puzzle,Sandbox,Physics,VR,Surreal,Colorful,Atmospheric,Singleplayer,Beautiful,Choose Your Own Adventure,Mystery,Stylized,Indie,Casual,Puzzle-Platformer,Logic,God Game,VR Only",1829
396,1472660,No Place Like Home,100,0,19.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Polish']",0,2152,446,2598,48,59,Chicken Launcher,Awaken Realms,Single-player,"Adventure,Casual,Indie,RPG,Simulation","Farming Sim,RPG,Base-Building,Crafting,Life Sim,Simulation,Exploration,Agriculture,Immersive Sim,Building,Female Protagonist,Fishing,Nature,Relaxing,3D,Third Person,Cute,Post-apocalyptic,Open World,Dog",1830
181,497780,Recursed,4,0,7.99,0,"['English', 'French', 'German', 'Czech', 'Spanish - Spain', 'Polish', 'Russian', 'Korean']",0,382,8,390,1417,1417,Portponky,Shambles Software,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie","Indie,Puzzle,Adventure,Difficult,Puzzle-Platformer,2D,Great Soundtrack,Female Protagonist,Pixel Graphics,Family Friendly",1831
305,923260,Golf Peaks,0,0,4.99,0,"['English', 'French', 'German', 'Czech', 'Dutch', 'Japanese', 'Norwegian', 'Polish', 'Spanish - Spain', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Italian', 'Portuguese', 'Spanish - Latin America', 'Swedish']",0,259,12,271,0,0,Afterburn,Afterburn,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Casual,Indie,Sports","Golf,Mini Golf,Turn-Based,Card Game,Isometric,Indie,Puzzle,Casual,Sports,Minimalist,Colorful,Singleplayer,Family Friendly,Strategy,2D,2.5D,Cartoony,Nature,Relaxing,Physics",1832
2159,2529830,Pixel Colony,2,0,3.99,0,"['English', 'Korean', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,9,0,9,0,0,Wolfgang,Wolfgang,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Simulation,Strategy","Casual,Simulation,Strategy,City Builder,Colony Sim,Life Sim,Sandbox,2D,Pixel Graphics,Top-Down,Building,Economy,Fantasy,Logic,Magic,Management,Relaxing,Survival,Base-Building,Resource Management",1833
1768,2272050,Fairy Biography3 : Obsession,144,0,4.75,1,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'Korean', 'Russian']",0,135,9,144,0,0,lovelygames,lovelygames,"Single-player,Steam Achievements,Steam Cloud","Action,Casual,Indie,Simulation","Sexual Content,Nudity,Mature,NSFW,Casual,Female Protagonist,Action,Simulation,Shooter,2D Platformer,2D,Indie,Singleplayer",1834
1035,416590,Emily Wants To Play,7,0,1.49,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Thai', 'Traditional Chinese', 'Turkish']",0,1357,350,1707,77,85,Shawn Hitchcock,Hitchcock Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Action,Adventure,Casual,Indie,Simulation,Strategy","Horror,Survival Horror,Indie,Multiplayer,Action,Psychological Horror,VR,Strategy,Adventure,Simulation,Singleplayer,First-Person,Jump Scare,Co-op,Difficult,Funny,Walking Simulator,Memes,Survival,Anime",1835
1536,1454640,A Tale of Paper: Refolded,0,0,17.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0,13,1,14,0,0,Open House Games,Digerati,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie","Adventure,Atmospheric,Side Scroller,Puzzle-Platformer,Singleplayer,3D Platformer,Exploration,Linear,Indie,Dark,Platformer,2.5D,Puzzle",1836
1402,1914970,"Help Me Remember, Satori-sama!",4,0,6.99,0,"['English', 'Japanese', 'Simplified Chinese', 'Korean']",0,337,34,371,0,0,ISY,ISY,Single-player,Casual,"Casual,Puzzle,Cute,Word Game,Singleplayer,Comedy,Text-Based,Faith,Anime,Female Protagonist",1837
1512,939400,LoveChoice,38,0,1.99,3,"['English', 'Japanese', 'Traditional Chinese', 'Italian', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil', 'Polish', 'Korean', 'French', 'German', 'Simplified Chinese']",0,8848,357,9205,133,121,Akaba Studio,Akaba Studio,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG,Simulation","Great Soundtrack,Choices Matter,Story Rich,Dating Sim,Romance,Visual Novel,Cute,Multiple Endings,Simulation,Beautiful,Casual,Indie,RPG,Adventure,Early Access,Interactive Fiction,Puzzle,2D,Stylized,Anime",1838
1686,1631090,Alien Maze,4,0,1.99,1,"['Simplified Chinese', 'English', 'Japanese', 'Traditional Chinese']",0,8,1,9,0,0,No.25,No.25,Single-player,"Casual,Strategy,Early Access","Sexual Content,Nudity,Casual,Mature,Dungeon Crawler,Anime,Hentai,Strategy,Early Access,Turn-Based Strategy,2D Platformer,2D,Fantasy,Female Protagonist,Singleplayer,Loot",1839
904,335000,Tormentum - Dark Sorrow,2,0,11.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Portuguese - Brazil', 'Turkish', 'Czech', 'Portuguese', 'Hungarian']",72,2254,144,2398,189,200,OhNoo Studio,OhNoo Studio,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie","Point & Click,Dark Fantasy,Adventure,Dark,Puzzle,Indie,Atmospheric,Horror,Great Soundtrack,2D,Casual,Fantasy,Story Rich,Choices Matter,Gore,Singleplayer,Gothic,Psychedelic,Design & Illustration,Classic",1840
298,432640,BuriedTown,0,0,6.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese', 'Arabic', 'Korean']",0,20,22,42,0,0,Dice7,Locojoy,"Single-player,Steam Achievements","Action,Adventure,Indie,RPG,Strategy","Strategy,Action,RPG,Indie,Adventure",1841
548,1046820,I'm on Observation Duty,43,0,1.99,0,"['English', 'Korean', 'Russian', 'Spanish - Spain', 'Spanish - Latin America']",0,878,53,931,210,247,Notovia,Notovia,"Single-player,Steam Achievements,Captions available",Indie,"Indie,Horror,Nudity,Psychological Horror,Singleplayer,Atmospheric,Puzzle",1842
2232,2738050,エスカレーター |  Escalator,0,0,2.69,0,"['English', 'Japanese']",0,0,0,0,0,0,Toyasky,Toyasky,"Single-player,Steam Achievements","Adventure,Indie,Simulation","Adventure,Indie,Simulation",1843
851,684410,Bridge Constructor Portal,38,0,1.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Czech', 'Ukrainian']",77,3767,340,4107,241,122,ClockStone,"Headup,Whisper Games","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Simulation,Strategy","Puzzle,Strategy,Simulation,Physics,Singleplayer,Building,2D,Difficult,Comedy,Level Editor,Sci-fi,Sandbox,Casual,2.5D,Indie,Funny,Family Friendly,Education,Games Workshop,Touch-Friendly",1844
1678,1591450,Aka,63,0,11.69,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Korean']",0,82,41,123,0,0,Cosmo Gatto,NEOWIZ,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Casual,Simulation","Life Sim,Simulation,Farming Sim,Cute,Relaxing,Crafting,Building,Choose Your Own Adventure,Open World,Nature,Family Friendly,Top-Down,Exploration,Nonlinear,Story Rich,Casual,Colorful,Hand-drawn,Anime,Stylized",1845
1424,1032700,Bus Driving Sim 22,9,0,15.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Portuguese - Brazil', 'Spanish - Latin America']",0,77,34,111,0,0,Ovilex Software,Ovilex Software,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Simulation,Early Access","Simulation,Automobile Sim,Driving,Transportation,Open World,America,Realistic,Moddable,Multiplayer,Immersive Sim,3D,Physics,First-Person,Third Person,Relaxing,PvP,Tutorial,Singleplayer,Controller,Early Access",1846
2099,2281820,Evolings,8,0,4.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Ukrainian', 'Korean']",0,186,54,240,0,0,Sørb,"Super Rare Originals,Gamersky Games","Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie,RPG","Action Roguelike,Creature Collector,RPG,Turn-Based Tactics,PvE,Action,Strategy RPG,Turn-Based Strategy,Cute,Strategy,Turn-Based Combat,Indie,Fantasy,Magic,Tactical,Combat,Singleplayer",1847
887,836600,Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz,0,0,39.99,0,"['English', 'Traditional Chinese', 'Japanese', 'Korean']",0,13,31,44,0,0,Neilo Inc.,Arc System Works,"Single-player,Steam Achievements,Full controller support",Adventure,"Adventure,Visual Novel,Mystery,Detective",1848
2242,2000770,Ballance,34,0,3.59,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0,0,0,0,0,0,Cyparade,Ziggurat,Single-player,Casual,Casual,1849
586,1550840,RATUZ,3,0,5.99,1,"['English', 'Portuguese - Brazil', 'Korean', 'Japanese', 'Russian', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Thai', 'Ukrainian']",0,130,15,145,0,0,Bad Coffee Games,Bad Coffee Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie","Horror,Stealth,Difficult,Adventure,Multiple Endings,Indie,Puzzle-Platformer,Sci-fi,Pixel Graphics,2D Platformer,Cinematic,Mystery,Psychological Horror,Story Rich,Puzzle,Atmospheric,Thriller,Linear,Platformer,2D",1850
2001,2086360,Double Dragon Advance,1,0,6.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",0,17,5,22,0,0,I.T.L.,Arc System Works,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Partial Controller Support",Action,"Action,Beat 'em up,Side Scroller,2D,Post-apocalyptic,Singleplayer,Multiplayer,Local Co-Op",1851
2068,2086370,Super Double Dragon,1,0,6.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",0,11,3,14,0,0,I.T.L.,Arc System Works,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen",Action,"Action,Beat 'em up,Side Scroller,2D,1980s,Post-apocalyptic,Co-op,Local Co-Op,Local Multiplayer,Multiplayer,Singleplayer",1852
774,532690,Neo ATLAS 1469,0,0,29.99,0,['English'],0,24,17,41,0,0,ARTDINK,Arc System Works,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Simulation,"Simulation,Adventure,Fantasy,Classic",1853
2010,2141770,URBO,11,0,5.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",0,233,10,243,31,31,Door 407,Door 407,"Single-player,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Steam Cloud",Strategy,"Puzzle,City Builder,Strategy,Cute,Atmospheric,Minimalist,Stylized,3D,Logic,Relaxing,Romance,Agriculture,Building,Surreal,Singleplayer,Cinematic,Isometric,Match 3,Cartoon,Music",1854
286,1186400,West Sweety,6,0,1.99,2,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese']",0,2544,428,2972,176,43,ADOG,ADOG,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual,Indie,RPG,Simulation","Sexual Content,Nudity,Hentai,Casual,NSFW,Mature,Indie,Simulation,RPG,Anime,Adventure,Western,Card Game,FPS,Visual Novel,Shooter,Singleplayer,Walking Simulator,Memes,World War II",1855
1657,2170160,Metal March,0,0,6.39,0,"['English', 'Korean']",0,0,0,0,0,0,BlueTale,BlueTale,"Single-player,Steam Achievements,Steam Cloud","Indie,Strategy,Early Access","Indie,Strategy,Early Access",1856
1784,2291760,Papa's Freezeria Deluxe,0,0,4.97,0,['English'],0,778,6,784,1,1,Flipline Studios,Flipline Studios,"Single-player,Steam Achievements,Steam Cloud","Action,Casual,Indie,Simulation,Strategy","Cooking,Strategy,Simulation,Time Management,Casual,Character Customization,Indie,Management,Job Simulator,2D,Singleplayer,Action,Psychological Horror,Hentai",1858
1134,1784470,Tightrope Walking,0,0,2.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",0,14,5,19,0,0,OZNA STUDIO,OZNA STUDIO,Single-player,Simulation,"Simulation,Puzzle,Walking Simulator,3D,Third Person,Sports,America,Comedy,Emotional,Memes,Nature,Old School,Relaxing,Romance,Singleplayer",1859
237,1164690,Wigmund,1,0,14.99,0,['English'],0,58,22,80,56,56,The Scholastics,The Scholastics,"Single-player,Full controller support",RPG,"RPG,Action RPG,Dragons,Open World,Singleplayer,Hack and Slash,Fantasy,Old School,Medieval,Dungeon Crawler,Exploration,Loot,Top-Down,Realistic,Werewolves,Atmospheric,Retro,Story Rich,Dark,Isometric",1860
1037,1329790,Override 2: Super Mech League,0,0,29.99,5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",0,62,32,94,0,0,Modus Studios Brazil,Modus Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together","Action,Indie","Action,Fighting,3D Fighter,3D,Mechs,Third Person,Robots,Futuristic,Character Customization,Combat,PvP,Co-op,Indie,Local Co-Op,Local Multiplayer,Multiplayer,Online Co-Op",1861
1953,2260100,Borderwatch: Dark Armada,0,0,8.49,0,"['English', 'Arabic', 'Turkish', 'French', 'German', 'Russian']",0,2,0,2,0,0,Blackburne Games Yazılım A.Ş.,Blackburne Games Yazılım A.Ş.,"Single-player,Multi-player,Co-op,Online Co-op","Action,Strategy,Early Access","Action,Strategy,Battle Royale,Sandbox,Shooter,Tower Defense,3D,Third Person,Atmospheric,Survival Horror,Tactical,Zombies,Combat,Open World,PvE,Co-op,Multiplayer,Online Co-Op,Gore,Early Access",1862
1711,1675900,Warlander,0,0,0.0,0,"['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",0,0,0,0,0,0,Toylogic Inc.,PLAION,"Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Full controller support,In-App Purchases","Action,Free to Play,Massively Multiplayer","Action,Free to Play,Massively Multiplayer",1863
78,648120,Pixel Painter,9,0,0.99,0,"['English', 'Spanish - Spain', 'Korean', 'Russian', 'Thai', 'Italian', 'German', 'Simplified Chinese', 'Portuguese', 'Ukrainian']",0,732,255,987,223,256,Dio Alias Games,Dio Alias Games,"Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Trading Cards,Stats","Casual,Indie","Education,Casual,Word Game,PvP,Board Game,Arcade,Experimental,3D Vision,First-Person,Cute,Text-Based,Simulation,Puzzle,Abstract,Design & Illustration,Minimalist,Pixel Graphics,Hand-drawn,Stylized,Colorful",1865
492,484950,Evil Maze,1,0,1.99,4,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,883,284,1167,230,263,ZOV GAME STUDIO,ZOV GAME STUDIO,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,RPG,Strategy","Nudity,Female Protagonist,Sexual Content,Rogue-like,JRPG,Hidden Object,Anime,Strategy,Loot,Demons,Exploration,2D,Pixel Graphics,Shooter,Hentai,Combat,Dungeon Crawler,Action RPG,RPG,Singleplayer",1866
1062,1078760,Motorcycle Mechanic Simulator 2021,26,0,19.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Simplified Chinese', 'Japanese', 'Polish', 'Russian', 'Turkish', 'Portuguese - Brazil', 'Vietnamese', 'Dutch', 'Portuguese']",0,634,225,859,179,239,Play2Chill S.A.,"PlayWay S.A.,Play2Chill S.A.","Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Racing,Simulation","Simulation,Indie,Racing,Motorbike,Casual,Building,Sandbox,Management,Driving,Bikes,First-Person,Singleplayer,Education,Crafting,Realistic,Economy,Destruction,Memes,Strategy,3D",1867
1751,2262770,Garten of Banban 2,1100,0,4.99,0,"['English', 'Spanish - Spain', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Spanish - Latin America']",0,374,262,636,127,127,Euphoric Brothers,Euphoric Brothers,Single-player,"Action,Adventure,Casual,Indie","Horror,Singleplayer,First-Person,Cartoony,Psychological Horror,Puzzle,Dark,3D,Survival Horror,Atmospheric,Lore-Rich,Walking Simulator,Mystery,Action,Surreal,Adventure,Thriller,Story Rich,Casual,Action-Adventure",1868
1826,2354970,Climb New York Parkour VR,0,0,14.99,0,['English'],0,0,1,1,0,0,Srio VR Studio,Srio VR Studio,"Single-player,VR Only","Action,Adventure,Casual,Indie,Racing,Simulation,Sports","Action,Casual,Adventure,Simulation,Sports,Racing,Action-Adventure,3D Platformer,Runner,Realistic,Indie,6DOF,Physics,Time Manipulation,Singleplayer,VR,VR Only",1869
288,1292180,Krush Kill ‘N Destroy 2: Krossfire,4,0,6.99,0,['English'],0,136,47,183,0,0,Beam Software,Ziggurat,"Single-player,Multi-player,PvP,LAN PvP",Strategy,"Strategy,Real-Time,Retro,Action,Sci-fi,RTS",1870
742,361320,Casino Inc.,4,0,5.29,0,['English'],0,170,34,204,0,0,Hothouse Creations Ltd,Alternative Software Ltd,Single-player,"Simulation,Strategy","Simulation,Strategy,Management,Retro,Classic,Gambling",1871
1653,2116890,Zodiac fantasy 2,12,0,1.79,1,"['English', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",0,66,0,66,0,0,Lovely Games,Lovely Games,"Single-player,Steam Achievements","Action,Casual,Indie","Mature,Cartoon,Sexual Content,Nudity,NSFW,Otome,Female Protagonist,Cute,Singleplayer,Action,Casual,Anime,Action-Adventure,Platformer,2D Platformer,Runner,2D,Colorful,Exploration,Shooter",1872
1663,2067790,Crimson Snow,0,0,5.52,0,"['English', 'Simplified Chinese', 'Russian', 'French', 'German', 'Portuguese - Brazil', 'Turkish', 'Spanish - Latin America']",0,0,0,0,0,0,Steppe Hare Studio,Steppe Hare Studio,"Single-player,Steam Achievements","Action,Adventure,Indie,Early Access","Action,Adventure,Indie,Early Access",1873
271,1046030,ISLANDERS,65,0,4.99,0,"['English', 'German', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Spanish - Latin America', 'Russian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Turkish']",82,13433,681,14114,277,132,"Coatsink,GrizzlyGames",Coatsink,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Casual,Indie,Strategy","Relaxing,City Builder,Strategy,Building,Puzzle,Indie,Minimalist,Singleplayer,Colony Sim,Beautiful,Atmospheric,Colorful,Procedural Generation,Addictive,Score Attack,Replay Value,3D,Top-Down,Turn-Based Strategy,Exploration",1874
1269,456750,The Room Three,108,0,5.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Turkish']",0,8071,291,8362,574,415,Fireproof Games,Fireproof Games,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie","Puzzle,Mystery,Adventure,Point & Click,Indie,Atmospheric,Singleplayer,Hidden Object,Lovecraftian,Horror,Dark,Story Rich,Psychological Horror,Multiple Endings,Escape Room,First-Person,Short,3D,Multiplayer",1875
